NAME,QUANTITY_TYPE,CATALOG_NAME,CATALOG_SYMBOL,RP66_SYMBOL,BASE_UNIT,A,B,C,D
litres per minute per bar,productivity index,POSC,L/bar.min,(L/min)/bar,m3/Pa.s,0,0.001,6000000,0
liter per hour,volume flow rate,POSC,L/h,L/h,m3/s,0,0.001,3600,0
liter per kilogram,specific volume,POSC,L/kg,L/kg,m3/kg,0,0.001,1,0
liter per kilogram,massic volume,POSC,L/kg,L/kg,m3/kg,0,0.001,1,0
litres/100 kilometres,volume per length,POSC,L/km(100),L/kg,m2,0,0.000000001,1,0
litres/100 kilometres,volume per length,POSC,(Deprecated),L/kg,m2,0,0.000000001,1,0
litres/metre,volume per length,POSC,L/m,L/m,m2,0,0.001,1,0
litres/cubic metre,volume per volume,POSC,L/m3,L/m3,Euc,0,0.001,1,0
liter per minute,volume flow rate,POSC,L/min,L/min,m3/s,0,0.001,60,0
litres/mole (gram),molar volume,POSC,L/mol,L/min,m3/mol,0,.001,1,0
litres/mole (gram),molar volume,POSC,L/mol(g),L/min,m3/mol,0,1,1,0
litres/mole (gram),molar volume,POSC,(Deprecated),L/min,m3/mol,0,1,1,0
litres/mole (kilogram),molar volume,POSC,L/kmol,L/mol,m3/mol,0,0.000001,1,0
litres/mole (kilogram),molar volume,POSC,L/mol(kg),L/mol,m3/mol,0,0.001,1,0
litres/mole (kilogram),molar volume,POSC,(Deprecated),L/mol,m3/mol,0,0.001,1,0
litres/second,volume flow rate,POSC,L/s,L/s,m3/s,0,0.001,1,0
litres/second/second,volume per time per time,POSC,L/s2,L/s2,m3/s2,0,0.001,1,0
litres/tonne,specific volume,POSC,L/t,L/t,m3/kg,0,0.000001,1,0
litres/tonne,massic volume,POSC,L/t,L/t,m3/kg,0,0.000001,1,0
liter per UK ton,specific volume,POSC,L/tonUK,L/tonUK,m3/kg,0,0.001,1.016.047,0
liter per UK ton,massic volume,POSC,L/tonUK,L/tonUK,m3/kg,0,0.001,1.016.047,0
pounds force,force,POSC,lbf,lbf,N,0,4.448.222,1,0
foot pounds force,moment of force,POSC,lbf.ft,lbf.ft,J,0,1.355.818,1,0
foot pounds force,moment of couple,POSC,lbf.ft,lbf.ft,J,0,1.355.818,1,0
foot pounds force,torque,POSC,lbf.ft,lbf.ft,J,0,1.355.818,1,0
foot pounds force/barrel,normal stress,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,shear stress,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,modulus of elasticity,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,shear modulus,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,modulus of rigidity,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,bulk modulus,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,modulus of compression,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,electromagnetic energy density,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
foot pounds force/barrel,radiant energy density,POSC,lbf.ft/bbl,lbf.ft/bbl,J/m3,0,1.355.818,0.1589873,0
pounds force feet/inch,force length per length,POSC,lbf.ft/in,lbf.ft/in,N,0,1.355.818,0.0254,0
foot pounds force/square inch,energy per area,POSC,lbf.ft/in2,lbf.ft/in2,N/m,0,2.101.522,1,0
foot pounds force/pound mass,specific energy,POSC,lbf.ft/lbm,lbf.ft/lbm,J/kg,0,1.355.818,0.4535924,0
inch pounds force,moment of force,POSC,lbf.in,lbf.in,J,0,0.1129848,1,0
inch pounds force,moment of couple,POSC,lbf.in,lbf.in,J,0,0.1129848,1,0
inch pounds force,torque,POSC,lbf.in,lbf.in,J,0,0.1129848,1,0
pounds force inches/inch,force length per length,POSC,lbf.in/in,lbf.in/in,N,0,4.448.222,1,0
pounds force inches squared,force area,POSC,lbf.in2,lbf.in2,N.m2,0,0.002869815,1,0
pounds force seconds/square foot,dynamic viscosity,POSC,lbf.s/ft2,lbf.s/ft2,Pa.s,0,4.788.026,1,0
pounds force seconds/square inch,dynamic viscosity,POSC,lbf.s/in2,lbf.s/in2,Pa.s,0,6.894.757,1,0
pounds force per hundred foot,force per length,POSC,lbf/100ft,lbf.s/in2,N/m,0,4.448.222,30.48,0
pounds force/100 square foot,force per area,POSC,lbf/100ft2,lbf.s/in2,Pa,0,0.4788026,1,0
pounds force/100 square foot,pressure,POSC,lbf/100ft2,lbf.s/in2,Pa,0,0.4788026,1,0
pounds force per thirty meters,force per length,POSC,lbf/30m,lbf.s/in2,N/m,0,4.448.222,30,0
pounds force per foot,force per length,POSC,lbf/ft,lbf/ft,N/m,0,4.448.222,0.3048,0
pounds force/square foot,force per area,POSC,lbf/ft2,lbf/ft2,Pa,0,4.788.026,1,0
pounds force/square foot,pressure,POSC,lbf/ft2,lbf/ft2,Pa,0,4.788.026,1,0
pounds force/100 square foot,force per area,POSC,lbf/ft2(100),lbf/ft2,Pa,0,0.4788026,1,0
pounds force/100 square foot,pressure,POSC,(Deprecated),lbf/ft2,Pa,0,0.4788026,1,0
pounds force/cubic foot,force per volume,POSC,lbf/ft3,lbf/ft3,N/m3,0,4.448.222,0.02831685,0
pounds force/cubic foot,pressure per length,POSC,lbf/ft3,lbf/ft3,N/m3,0,4.448.222,0.02831685,0
pounds force/US gallon,force per volume,POSC,lbf/galUS,lbf/galUS,N/m3,0,4.448.222,0.003785412,0
pounds force/US gallon,pressure per length,POSC,lbf/galUS,lbf/galUS,N/m3,0,4.448.222,0.003785412,0
pounds force/inch,force per length,POSC,lbf/in,lbf/in,N/m,0,4.448.222,0.0254,0
pounds force/square inch,force per area,POSC,lbf/in2,lbf/in2,Pa,0,6.894.757,1,0
pounds force/square inch,pressure,POSC,lbf/in2,lbf/in2,Pa,0,6.894.757,1,0
pound force per pound force,force per force,POSC,lbf/lbf,lbf/lbf,Euc,0,1,1,0
pounds mass,mass,POSC,lbm,lbm,kg,0,0.4535924,1,0
foot pounds mass/second,momentum,POSC,lbm.ft/s,lbm.ft/s,kg.m/s,0,0.138255,1,0
foot pounds mass/second,impulse,POSC,lbm.ft/s,lbm.ft/s,kg.m/s,0,0.138255,1,0
pounds mass square feet,moment of inertia,POSC,lbm.ft2,lbm.ft2,kg.m2,0,0.04214011,1,0
pounds mass square feet/second squared,moment of force,POSC,lbm.ft2/s2,lbm.ft2/s2,J,0,0.04214011,1,0
pounds mass square feet/second squared,moment of couple,POSC,lbm.ft2/s2,lbm.ft2/s2,J,0,0.04214011,1,0
pounds mass square feet/second squared,torque,POSC,lbm.ft2/s2,lbm.ft2/s2,J,0,0.04214011,1,0
million pounds mass/year,mass flow rate,POSC,lbm(million)/yr,lbm.ft2/s2,kg/s,0,453592.4,31558150,0
million pounds mass/year,mass flow rate,POSC,(Deprecated),lbm.ft2/s2,kg/s,0,453592.4,31558150,0
pounds mass/1000 UK gallons,density,POSC,lbm/1000galUK,lbm.ft2/s2,kg/m3,0,9.977.633,1000,0
pounds mass/1000 UK gallons,mass density,POSC,lbm/1000galUK,lbm.ft2/s2,kg/m3,0,9.977.633,1000,0
pounds mass/1000 UK gallons,volumic mass,POSC,lbm/1000galUK,lbm.ft2/s2,kg/m3,0,9.977.633,1000,0
pounds mass/1000 US gallons,density,POSC,lbm/1000galUS,lbm.ft2/s2,kg/m3,0,1.198.264,1000,0
pounds mass/1000 US gallons,mass density,POSC,lbm/1000galUS,lbm.ft2/s2,kg/m3,0,1.198.264,1000,0
pounds mass/1000 US gallons,volumic mass,POSC,lbm/1000galUS,lbm.ft2/s2,kg/m3,0,1.198.264,1000,0
pounds mass per hundred square foot,surface density,POSC,lbm/100ft2,lbm.ft2/s2,kg/m2,0,4.882.428,100,0
pounds mass per hundred square foot,areic mass,POSC,lbm/100ft2,lbm.ft2/s2,kg/m2,0,4.882.428,100,0
pounds mass per 10 barrel,density,POSC,lbm/10bbl,lbm.ft2/s2,kg/m3,0,0.4535924,1.589.873,0
pounds mass per 10 barrel,mass density,POSC,lbm/10bbl,lbm.ft2/s2,kg/m3,0,0.4535924,1.589.873,0
pounds mass per 10 barrel,volumic mass,POSC,lbm/10bbl,lbm.ft2/s2,kg/m3,0,0.4535924,1.589.873,0
pounds mass/barrel,density,POSC,lbm/bbl,lbm/bbl,kg/m3,0,0.4535924,0.1589873,0
pounds mass/barrel,mass density,POSC,lbm/bbl,lbm/bbl,kg/m3,0,0.4535924,0.1589873,0
pounds mass/barrel,volumic mass,POSC,lbm/bbl,lbm/bbl,kg/m3,0,0.4535924,0.1589873,0
pound mass per day,mass flow rate,POSC,lbm/d,lbm/d,kg/s,0,0.4535924,86400,0
pounds mass/foot,mass per length,POSC,lbm/ft,lbm/ft,kg/m,0,0.4535924,0.3048,0
pounds mass/foot,linear density,POSC,lbm/ft,lbm/ft,kg/m,0,0.4535924,0.3048,0
pounds mass/foot hour,mass per time per length,POSC,lbm/ft.h,lbm/h.ft,Pa.s,0,0.0004133789,1,0
pounds mass/foot hour,mass per time per length,POSC,(Deprecated),lbm/h.ft,Pa.s,0,0.0004133789,1,0
pounds mass/foot second,mass per time per length,POSC,lbm/ft.s,lbm/s.ft,Pa.s,0,1.488.164,1,0
pounds mass/foot second,mass per time per length,POSC,(Deprecated),lbm/s.ft,Pa.s,0,1.488.164,1,0
pounds mass/square foot,surface density,POSC,lbm/ft2,lbm/ft2,kg/m2,0,4.882.428,1,0
pounds mass/square foot,areic mass,POSC,lbm/ft2,lbm/ft2,kg/m2,0,4.882.428,1,0
pounds mass/cubic foot,density,POSC,lbm/ft3,lbm/ft3,kg/m3,0,1.601.846,1,0
pounds mass/cubic foot,mass density,POSC,lbm/ft3,lbm/ft3,kg/m3,0,1.601.846,1,0
pounds mass/cubic foot,volumic mass,POSC,lbm/ft3,lbm/ft3,kg/m3,0,1.601.846,1,0
pounds mass/foot fourth,mass per volume per length,POSC,lbm/ft4,lbm/ft4,kg/m4,0,1.601.846,0.3048,0
pounds mass/UK gallon,density,POSC,lbm/galUK,lbm/galUK,kg/m3,0,9.977.633,1,0
pounds mass/UK gallon,mass density,POSC,lbm/galUK,lbm/galUK,kg/m3,0,9.977.633,1,0
pounds mass/UK gallon,volumic mass,POSC,lbm/galUK,lbm/galUK,kg/m3,0,9.977.633,1,0
pounds mass/UK gallon foot,mass per volume per length,POSC,lbm/galUK.ft,lbm/galUK.ft,kg/m4,0,9.977.633,0.3048,0
pounds mass/1000 UK gallons,density,POSC,lbm/galUK(1000),lbm/galUK.ft,kg/m3,0,9.977.633,1000,0
pounds mass/1000 UK gallons,mass density,POSC,(Deprecated),lbm/galUK.ft,kg/m3,0,9.977.633,1000,0
pounds mass/1000 UK gallons,volumic mass,POSC,(Deprecated),lbm/galUK.ft,kg/m3,0,9.977.633,1000,0
pounds mass/US gallon,density,POSC,lbm/galUS,lbm/galUS,kg/m3,0,1.198.264,1,0
pounds mass/US gallon,mass density,POSC,lbm/galUS,lbm/galUS,kg/m3,0,1.198.264,1,0
pounds mass/US gallon,volumic mass,POSC,lbm/galUS,lbm/galUS,kg/m3,0,1.198.264,1,0
pounds mass/US gallon foot,mass per volume per length,POSC,lbm/galUS.ft,lbm/galUS.ft,kg/m4,0,1.198.264,0.3048,0
pounds mass/1000 US gallons,density,POSC,lbm/galUS(1000),lbm/galUS.ft,kg/m3,0,1.198.264,1000,0
pounds mass/1000 US gallons,mass density,POSC,(Deprecated),lbm/galUS.ft,kg/m3,0,1.198.264,1000,0
pounds mass/1000 US gallons,volumic mass,POSC,(Deprecated),lbm/galUS.ft,kg/m3,0,1.198.264,1000,0
pounds mass/hour,mass flow rate,POSC,lbm/h,lbm/h,kg/s,0,0.4535924,3600,0
pounds mass/hour foot,mass per time per length,POSC,lbm/h.ft,lbm/h.ft,Pa.s,0,0.0004133789,1,0
pounds mass/hour square foot,mass per time per area,POSC,lbm/h.ft2,lbm/h.ft2,kg/m2.s,0,0.00135623,1,0
pounds mass/horsepower hour,mass per energy,POSC,lbm/hp.h,lbm/hp.h,kg/J,0,0.0000001689659,1,0
pounds mass/cubic inch,density,POSC,lbm/in3,lbm/in3,kg/m3,0,0.4535924,0.000016387064,0
pounds mass/cubic inch,mass density,POSC,lbm/in3,lbm/in3,kg/m3,0,0.4535924,0.000016387064,0
pounds mass/cubic inch,volumic mass,POSC,lbm/in3,lbm/in3,kg/m3,0,0.4535924,0.000016387064,0
pounds mass/1000 barrels,density,POSC,lbm/Mbbl,lbm/in3,kg/m3,0,0.00285301,1,0
pounds mass/1000 barrels,mass density,POSC,lbm/Mbbl,lbm/in3,kg/m3,0,0.00285301,1,0
pounds mass/1000 barrels,volumic mass,POSC,lbm/Mbbl,lbm/in3,kg/m3,0,0.00285301,1,0
pounds mass/minute,mass flow rate,POSC,lbm/min,lbm/min,kg/s,0,0.4535924,60,0
pounds mass/second,mass flow rate,POSC,lbm/s,lbm/s,kg/s,0,0.4535924,1,0
pounds mass/second foot,mass per time per length,POSC,lbm/s.ft,lbm/s.ft,Pa.s,0,1.488.164,1,0
pounds mass/second square foot,mass per time per area,POSC,lbm/s.ft2,lbm/s.ft2,kg/m2.s,0,4.882.428,1,0
British link 1895 A,length,POSC,lkBnA,lbm/s.ft2,m,0,0.201167824,1,0
British link 1895 A,depth,POSC,lkBnA,lbm/s.ft2,m,0,0.201167824,1,0
British link 1895 A,Cartesian coordinates,POSC,lkBnA,lbm/s.ft2,m,0,0.201167824,1,0
British link 1895 A,distance,POSC,lkBnA,lbm/s.ft2,m,0,0.201167824,1,0
British link 1895 B,length,POSC,lkBnB,lbm/s.ft2,m,0,Tem.92,39.370.113,0
British link 1895 B,depth,POSC,lkBnB,lbm/s.ft2,m,0,Tem.92,39.370.113,0
British link 1895 B,Cartesian coordinates,POSC,lkBnB,lbm/s.ft2,m,0,Tem.92,39.370.113,0
British link 1895 B,distance,POSC,lkBnB,lbm/s.ft2,m,0,Tem.92,39.370.113,0
Clarke link,length,POSC,lkCla,lbm/s.ft2,m,0,Tem.92,39.370.432,0
Clarke link,depth,POSC,lkCla,lbm/s.ft2,m,0,Tem.92,39.370.432,0
Clarke link,Cartesian coordinates,POSC,lkCla,lbm/s.ft2,m,0,Tem.92,39.370.432,0
Clarke link,distance,POSC,lkCla,lbm/s.ft2,m,0,Tem.92,39.370.432,0
Sears link,length,POSC,lkSe,lbm/s.ft2,m,0,Tem.92,39.370.147,0
Sears link,depth,POSC,lkSe,lbm/s.ft2,m,0,Tem.92,39.370.147,0
Sears link,Cartesian coordinates,POSC,lkSe,lbm/s.ft2,m,0,Tem.92,39.370.147,0
Sears link,distance,POSC,lkSe,lbm/s.ft2,m,0,Tem.92,39.370.147,0
US Survey link,length,POSC,lkUS,lbm/s.ft2,m,0,Tem.92,39.37,0
US Survey link,depth,POSC,lkUS,lbm/s.ft2,m,0,Tem.92,39.37,0
US Survey link,Cartesian coordinates,POSC,lkUS,lbm/s.ft2,m,0,Tem.92,39.37,0
US Survey link,distance,POSC,lkUS,lbm/s.ft2,m,0,Tem.92,39.37,0
lumens/square metre,luminous exitance,POSC,lm/m2,lm/m2,lx,0,1,1,0
lumens/square metre,luminous exitance,POSC,lm/m2,lm/m2,lx,0,1,1,0
million cubic feet,volume,POSC,M(ft3),lm/m2,m3,0,28.316.846.592,1,0
million cubic feet per acre-foot,volume per volume,POSC,M(ft3)/acre.ft,lm/m2,Euc,0,1000000,43560,0
million cubic feet per day,volume flow rate,POSC,M(ft3)/d,lm/m2,m3/s,0,28316.85,86400,0
million cubic meters,volume,POSC,M(m3),lm/m2,m3,0,0.000000001,1,0
million cubic metres per day,volume flow rate,POSC,M(m3)/d,lm/m2,m3/s,0,1000000,86400,0
metres per thirty metres,linear strain,POSC,m/30m,lm/m2,Euc,0,1,30,0
metres per thirty metres,relative elongation,POSC,m/30m,lm/m2,Euc,0,1,30,0
metres per thirty metres,scale,POSC,m/30m,lm/m2,Euc,0,1,30,0
metres per thirty metres,linear concentration,POSC,m/30m,lm/m2,Euc,0,1,30,0
metres per thirty metres,length per length,POSC,m/30m,lm/m2,Euc,0,1,30,0
metres/ centimetre,scale,POSC,m/cm,m/cm,Euc,0,100,1,0
metres/ centimetre,length per length,POSC,m/cm,m/cm,Euc,0,100,1,0
metres/day,velocity,POSC,m/d,m/d,m/s,0,1,86400,0
metres/hour,velocity,POSC,m/h,m/h,m/s,0,1,3600,0
metres/kilometre,linear strain,POSC,m/km,m/km,Euc,0,0.001,1,0
metres/kilometre,relative elongation,POSC,m/km,m/km,Euc,0,0.001,1,0
metres/kilometre,scale,POSC,m/km,m/km,Euc,0,0.001,1,0
metres/kilometre,linear concentration,POSC,m/km,m/km,Euc,0,0.001,1,0
metres/kilometre,length per length,POSC,m/km,m/km,Euc,0,0.001,1,0
metres/metre,linear strain,POSC,m/m,m/m,Euc,0,1,1,0
metres/metre,relative elongation,POSC,m/m,m/m,Euc,0,1,1,0
metres/metre,scale,POSC,m/m,m/m,Euc,0,1,1,0
metres/metre,linear concentration,POSC,m/m,m/m,Euc,0,1,1,0
metres/metre,length per length,POSC,m/m,m/m,Euc,0,1,1,0
metres/metre Kelvin,linear thermal expansion,POSC,m/m.K,m/m.K,1/K,0,1,1,0
metres/cubic metre,length per volume,POSC,m/m3,m/m3,1/m2,0,1,1,0
meter per minute,velocity,POSC,m/min,m/min,m/s,0,1,60,0
metres/millisecond,velocity,POSC,m/ms,m/ms,m/s,0,1000,1,0
square metres/cubic centimetre,area per volume,POSC,m2/cm3,m2/cm3,1/m,0,1000000,1,0
square metres/day kiloPascal,unit productivity index,POSC,m2/d.kPa,m2/d.kPa,m2/Pa.s,0,1,86400000,0
square metres/gram,mass attenuation coefficient,POSC,m2/g,m2/g,m2/kg,0,1000,1,0
square metres/hour,kinematic viscosity,POSC,m2/h,m2/h,m2/s,0,1,3600,0
square metres/hour,thermal diffusivity,POSC,m2/h,m2/h,m2/s,0,1,3600,0
square metres/hour,area per time,POSC,m2/h,m2/h,m2/s,0,1,3600,0
square metres/square metre,area per area,POSC,m2/m2,m2/m2,Euc,0,1,1,0
square metres/square metre,shear strain,POSC,m2/m2,m2/m2,Euc,0,1,1,0
square metres/cubic metre,area per volume,POSC,m2/m3,m2/m3,1/m,0,1,1,0
cubic metres at std condition (0 deg C),amount of substance,POSC,m3(std.0C),m2/m3,mol,0,0.0446158,1,0
cubic metres at std condition (0 deg C),amount of substance,POSC,(Deprecated),m2/m3,mol,0,0.0446158,1,0
cubic metres at std condition (15 deg C),amount of substance,POSC,m3(std.15C),m2/m3,mol,0,0.0422932,1,0
cubic metres at std condition (15 deg C),amount of substance,POSC,(Deprecated),m2/m3,mol,0,0.0422932,1,0
cubic meter per day per bar,productivity index,POSC,m3/bar.d,m3/bar.d,m3/Pa.s,0,1.,8640000000,0
cubic meter per day per bar,productivity index,POSC,m3/bar.d,m3/(d.bar),m3/Pa.s,0,1.,8640000000,0
cubic meter per day per bar,productivity index,POSC,m3/bar.d,m3/bar.d,m3/Pa.s,0,1.,8640000000,0
cubic meter per hour per bar,productivity index,POSC,m3/bar.h,m3.bar.h,m3/Pa.s,0,1,360000000,0
cubic meter per hour per bar,productivity index,POSC,m3/bar.h,m3/(h.bar),m3/Pa.s,0,1,360000000,0
cubic meter per hour per bar,productivity index,POSC,m3/bar.h,m3/bar.h,m3/Pa.s,0,1,360000000,0
cubic meter per minute per bar,productivity index,POSC,m3/bar.min,m3/bar.min,m3/Pa.s,0,1,6000000,0
cubic meter per minute per bar,productivity index,POSC,m3/bar.min,m3/(min.bar),m3/Pa.s,0,1,6000000,0
cubic meter per minute per bar,productivity index,POSC,m3/bar.min,m3/bar.min,m3/Pa.s,0,1,6000000,0
cubic metres/centiPoise day kiloPascal,specific productivity index,POSC,m3/cP.d.kPa,m3/cP.d.kPa,m3/Pa2.s2,0,1,86400,0
cubic metres/centiPoise Pascal second,specific productivity index,POSC,m3/cP.Pa.s,m3/cP.Pa.s,m3/Pa2.s2,0,1000,1,0
cubic metres/day,volume flow rate,POSC,m3/d,m3/d,m3/s,0,1,86400,0
cubic metres/day kilopascal,productivity index,POSC,m3/d.kPa,m3/d.kPa,m3/Pa.s,0,1,86400000,0
cubic metres/day kilopascal,productivity index,POSC,(Deprecated),m3/d.kPa,m3/Pa.s,0,1,86400000,0
cubic metres/day kilopascal,productivity index,POSC,(Deprecated),m3/(d.kPa),m3/Pa.s,0,1,86400000,0
cubic meter per day per meter,volume per time per length,POSC,m3/d.m,m3/d.m,m2/s,0,1,86400,0
cubic meter per day per meter,volume per time per length,POSC,m3/d.m,m3/(d.m),m2/s,0,1,86400,0
cubic metres/day/day,volume per time per time,POSC,m3/d2,m3/d2,m3/s2,0,1,7464960000,0
cubic metres/gram,specific volume,POSC,m3/g,m3/g,m3/kg,0,1000,1,0
cubic metres/gram,massic volume,POSC,m3/g,m3/g,m3/kg,0,1000,1,0
cubic metres/hour,volume flow rate,POSC,m3/h,m3/h,m3/s,0,1,3600,0
cubic meter per hour per meter,volume per time per length,POSC,m3/h.m,m3/h.m,m2/s,0,1,3600,0
cubic meter per hour per meter,volume per time per length,POSC,m3/h.m,m3/(h.m),m2/s,0,1,3600,0
cubic metres/hectare metre,volume per volume,POSC,m3/ha.m,m3/ha.m,Euc,0,0.0001,1,0
cubic metres/kilometre,volume per length,POSC,m3/km,m3/km,m2,0,0.001,1,0
cubic meter per day per kilopascal,productivity index,POSC,m3/kPa.d,m3/kPa.d,m3/Pa.s,0,1,86400000,0
cubic meter per day per kilopascal,productivity index,POSC,m3/kPa.d,m3/(d.kPa),m3/Pa.s,0,1,86400000,0
cubic meter per day per kilopascal,productivity index,POSC,m3/kPa.d,m3/k.kPa,m3/Pa.s,0,1,86400000,0
(cubic metres per hour) per kilopascal,productivity index,POSC,m3/kPa.h,m3/kPa.h,m3/Pa.s,0,1,3600000,0
(cubic metres per hour) per kilopascal,productivity index,POSC,m3/kPa.h,(m3/h)/kPa,m3/Pa.s,0,1,3600000,0
cubic metres/kilowatt hour,isothermal compressibility,POSC,m3/kW.h,m3/kW.h,m3/J,0,1,3600000,0
cubic metres/metre,volume per length,POSC,m3/m,m3/m,m2,0,1,1,0
cubic meter per square meter,volume per area,POSC,m3/m2,m3/m2,m,0,1,1,0
cubic metres/cubic metre,volume per volume,POSC,m3/m3,m3/m3,Euc,0,1,1,0
cubic meter per minute,volume flow rate,POSC,m3/min,m3/min,m3/s,0,1,60,0
cubic metres/mole (kilogram),molar volume,POSC,m3/kmol,m3/mol(kg),m3/mol,0,.001,1,0
cubic metres/mole (kilogram),molar volume,POSC,m3/kmol,m3/mol,m3/mol,0,.001,1,0
cubic metres/mole (kilogram),molar volume,POSC,m3/mol(kg),m3/mol(kg),m3/mol,0,1,1,0
cubic metres/mole (kilogram),molar volume,POSC,(Deprecated),m3/mol,m3/mol,0,1,1,0
cubic meter per day per (pound per square inch),productivity index,POSC,m3/psi.d,m3/psi.d,m3/Pa.s,0,1,595707004.8,0
cubic meter per day per (pound per square inch),productivity index,POSC,m3/psi.d,m3/(d.psi),m3/Pa.s,0,1,595707004.8,0
cubic meter per second per foot,volume per time per length,POSC,m3/s.ft,m3/s.ft,m2/s,0,1,0.3048,0
cubic meter per second per foot,volume per time per length,POSC,m3/s.ft,m3/(s.ft),m2/s,0,1,0.3048,0
cubic metres/second metre,volume per time per length,POSC,m3/s.m,m3/s.m,m2/s,0,1,1,0
cubic metres/second square metre,volume per time per area,POSC,m3/s.m2,m3/s.m2,m/s,0,1,1,0
cubic metres/tonne,specific volume,POSC,m3/t,m3/t,m3/kg,0,0.001,1,0
cubic metres/tonne,massic volume,POSC,m3/t,m3/t,m3/kg,0,0.001,1,0
cubic meters per UK ton,specific volume,POSC,m3/tonUK,m3/tonUK,m3/kg,0,1,1.016.047,0
cubic meters per UK ton,massic volume,POSC,m3/tonUK,m3/tonUK,m3/kg,0,1,1.016.047,0
cubic meters per US ton,specific volume,POSC,m3/tonUS,m3/tonUS,m3/kg,0,1,9.071.847,0
cubic meters per US ton,massic volume,POSC,m3/tonUS,m3/tonUS,m3/kg,0,1,9.071.847,0
milliamp,electric current,POSC,mA,mA,A,0,0.001,1,0
milliamp,magnetic potential difference,POSC,mA,mA,A,0,0.001,1,0
milliamp,magnetomotive force,POSC,mA,mA,A,0,0.001,1,0
megayears,time,POSC,Ma,Ma,s,0,3.15582E+13,1,0
megaampere,electric current,POSC,MA,MA,A,0,1000000,1,0
megaampere,magnetic potential difference,POSC,MA,MA,A,0,1000000,1,0
megaampere,magnetomotive force,POSC,MA,MA,A,0,1000000,1,0
milliampere per square centimeter,current density,POSC,mA/cm2,mA/cm2,A/m2,0,10,1,0
milliampere per square foot,current density,POSC,mA/ft2,mA/ft2,A/m2,0,0.001,0.09290304,0
millibar,force per area,POSC,mbar,mbar,Pa,0,100,1,0
millibar,pressure,POSC,mbar,mbar,Pa,0,100,1,0
thousand barrels,volume,POSC,Mbbl,Mbbl,m3,0,1.589.873,1,0
thousand barrel feet/day,volume length per time,POSC,Mbbl.ft/d,Mbbl.ft/d,m4/s,0,4.845.933,86400,0
thousand barrels/day,volume flow rate,POSC,Mbbl/d,Mbbl.ft/d,m3/s,0,1.589.873,86400,0
megabecquerel,activity (of radioactivity),POSC,MBq,MBq,Bq,0,1000000,1,0
million Btus/hour,heat flow rate,POSC,MBtu/hr,MBq,W,0,293071.1,1,0
megabyte,digital storage,POSC,Mbyte,Mbyte,byte,0,1048576,1,0
millicoulomb,electric capacity,POSC,mC,mC,C,0,0.001,1,0
millicoulomb,electric charge,POSC,mC,mC,C,0,0.001,1,0
millicoulomb,electric flux,POSC,mC,mC,C,0,0.001,1,0
millicoulombs/square metre,electric polarization,POSC,mC/m2,mC/m2,C/m2,0,0.001,1,0
thousand cubic feet,volume,POSC,Mcf,mC/m2,m3,0,28.316.846.592,1,0
thousand cubic feet,activity (of radioactivity),POSC,mCi,mCi,Bq,0,37000000,1,0
millicurie,activity (of radioactivity),POSC,mcurie,mCi,Bq,0,37000,1,0
millicurie,activity (of radioactivity),POSC,(Deprecated),mCi,Bq,0,37000,1,0
millidarcy,permeability rock,POSC,mD,mD,m2,0,9.87E-11,1,0
millidarcy foot,permeability length,POSC,mD.ft,mD.ft,m3,0,3.01E-10,1,0
millidarcy sq feet/pound force second,mobility,POSC,mD.ft2/lbf.s,mD.ft2/lbf.s,m2/Pa.s,0,9.87E-11,4.788.026,0
millidarcy sq inches/pound force second,mobility,POSC,mD.in2/lbf.s,mD.in2/lbf.s,m2/Pa.s,0,9.87E-11,6.894.757,0
millidarcy metres,permeability length,POSC,mD.m,mD.m,m3,0,9.87E-11,1,0
millidarcies/centipoise,mobility,POSC,mD/cP,mD/cP,m2/Pa.s,0,9.87E-11,0.001,0
millidarcies/Pascal second,mobility,POSC,mD/Pa.s,mD/Pa.s,m2/Pa.s,0,9.87E-11,1,0
milliequivalent,electrochemical equivalent,POSC,meq,meq,eq,0,0.001,1,0
milliequivalents/ hectogram,equivalent per mass,POSC,meq/100g,meq,eq/kg,0,100,1,0
milliequivalents/ cubic centimeter,equivalent per volume,POSC,meq/cm3,meq/cm3,eq/m3,0,1000,1,0
milliequivalents/ gram,equivalent per mass,POSC,meq/g,meq/g,eq/kg,0,1,1,0
milliEuclid,dimensionless,POSC,mEuc,ppk,Euc,0,0.001,1,0
milliEuclid,poisson ratio,POSC,mEuc,ppk,Euc,0,0.001,1,0
